email_ID,text
678,weird never thought govmint would get funding know weapons mass destruction etc etc http dc internet com news article php 10849 1467121 september 20 2002 senate committee passes nanotech bill by roy mark the senate commerce committee unanimously passed thursday legislation to promote nanotechnology research development introduced sen ron wyden d ore 21st century nanotechnology research development act would create national nanotechnology research program bill is co sponsored sen joe lieberman d conn sen george allen r va the proposed program would coordinated interagency effort would support long term nanoscale research development promote effective education training next generation nanotechnology researchers and professionals unanimous support senate commerce committee big step forward small technology lieberman vowed pushed to full senate passage end year said nowhere world are wheels innovation spinning rapidly realm of nanotechnology u certainly possesses raw resources talent to lead world developing technology legislation provide the nation long term focus sustained commitment facilitate new collaborations government academia industry will ensure place head next wave innovation the bill would place coordination management nanotechnology program national science technology council would also create presidential national nanotechnology advisory panel national nanotechnology coordination office would provide administrative and technical support advisory panel council judgment nanotechnology revolution potential to change america scale equal greater computer revolution determined united states miss will mine opportunities nanotechnology wyden said introducing the bill present efforts nanotechnology field strewn across half dozen federal agencies want america marshal various nanotechnology efforts one driving force remain world leader in burgeoning field believe federal support essential to achieving goal to study potential long term effects nanotechnology new center for societal ethical educational legal workforce issues related to nanotechnology would also established according lieberman bill closely tracks recommendations the national research council nrc completed thorough review the national nanotechnology initiative june those recommendations included establishing independent advisory panel emphasizing long term goals striking balance long term and short term research supporting development research facilities equipment instrumentation creating special funding support research that falls breach agency missions programs promoting interdisciplinary research research groups facilitating technology transition outreach industry conducting studies societal implications nanotechnology including related ethical educational legal workforce issues development metrics for measuring progress toward program goals
679,related ms acquisition xdegrees http www internetnews com infra article php 1466271 sun nabs storage startup by clint boulton amid flurry news sunnetwork 2002 conference san francisco sun microsystems thursday said agreed purchase data storage concern pirus networks undisclosed amount stock the palo alto calif networking firm bought acton mass based startup with keen eye startup switching define devices and virtualization technology used part storage area network define virtualization pooling storage many network storage devices into appears operating system single storage device that is managed central console though major vendors make similar technology pirus competes likes of rhapsody networks confluence networks sun plucked pirus after scouting 65 companies mark lovington vice president marketing pirus told internetnews com that pirus sun discussion possible acquisition pirus said succeeded goal shares lot of storage startups acquired one major systems vendors such as sun ibm hp hitachi huge opportunity pirus storage market dominated 7 or system level players lovington said sun sees acquisition critical element n1 initiative synergies quite obvious n1 sun hopeful tour de force distributed computing define architecture involves multiple remote computers role computation problem information processing n1 styled as answer companies looking manage groups computers and networks single system lower cost greater flexibility while lagging behind entrenched players sun gaining ground in storage market sun storedge complete storage solutions according new report idc john mcarthur group vice president of idc storage program said sun microsystems ibm posted largest increases total storage revenue q1 2002 32 11 gains respectively q2 sun held percent market share revenues of 411 million sun acquisition pirus expected close second quarter of sun 2003 fiscal year ends december 29 2002
680,im feeling bit farklempt spent night todais the family talk amongst yourself here ill give topic the current state thought terms cold war with the us uusr ms sun ibm oss matter side is apple cuba us legal system un discuss
681,pay good 9 300 year insurance 4 700 think student loan future education non compete status for govt job year service moved new orleans yesterday flying dc month start americorps training ll setting community technology center will used teach computer literacy skills low income folks like learning ms shit yeah yeah wtf know they possibly find better jobs sure ll sorts of things like helping folks taxes writing grants etc website www americorps org all sorts jobs all country someone survive small salary something he might want take look since xi college getting grants scholarship child support from dad load gone terrifically irs money t make stock market way least get into situation understand yes have wait but bottom line benefit motivation feelgood ya get you type job that cindy t take stocks mathematics anyway huckleberry finn
682,34 pm 0700 20 02 mr fork wrote free trade free markets proven ability lift whole societies poverty m socio political history buff anybody clear examples you re probably living one would t able post here cheers rah hettinga mailto rah ibuc com the internet bearer underwriting corporation http www ibuc com 44 farquhar street boston 02131 usa however may deserve respect usefulness antiquity predicting end world found agreeable to experience edward gibbon decline fall roman empire
683,it best times worst times it age wisdom age foolishness it epoch belief epoch incredulity it season light season darkness it spring hope winter despair we everything us nothing us we going direct heaven going direct way c dickens quon wrote greater darkness one fight the darkness soul lost way war fight not against powers principalities chaos despair greater death flesh death hope death of dreams peril never surrender future all around us waiting moments transition born moments of revelation one knows shape future take us know always born pain jws
684,hello fork aaron schwartz npr weekend edition talking warchalking ll agree funny voice squeaky and m jealous got radio t really wtf big deal warchalking yet to see anywhere link probably pop www npr org later today best regards bitbitch mailto bitbitch magnesium net
685,hello chris oh t know time lag synchrocity or mutual shared experience time its like 930 am ca t function yet lord knows 630 you are i say fork posit co scary listening radio stream kuow heard co story moments ago co re opposite sides continent yet appear co shared experience name co cheers co cco co sat 21 sep 2002 bitbitch magnesium net wrote aaron schwartz npr weekend edition talking warchalking ll agree funny voice squeaky and jealous got radio t best regards bitbitch mailto bitbitch magnesium net
686,fork list mr writes f free trade free markets proven ability lift whole societies poverty a socio political history buff anybody clear examples china ooops wait scratch that there one counter example think may be precisely free trade markets ben franklin first visited england asked colonies prosperous ben explained used colonial script kind barter dollar and increasing supply script ensured complete employment the british bankers furious immediately lobbied parliament to clamp practice within years colonies were rife unemployment poverty like rest empire according questionable literature handed fringe political party canada founding fathers real complaint about tea taxes banning colonial script were protesting true comes right back forces that killed ned ludd followers popular opinion believes they protesting tea tax pamphlet claimed canada was also prosperous nation act parliament the late 50 early 60 right print money removed the juristiction parliament handed bank canada i ve wondered certainly timeline collapse of canadian economy fits profile oodles of other causes example spending money like 300m people when we 20m anyone information gary lawrence murphy garym teledyn com teledynamics communications blog http www auracom com teledyn biz http teledyn com computers useless give answers picasso
687,r hettinga rah shipwright com writes r 9 34 pm 0700 20 02 mr fork wrote free trade free markets proven ability lift whole societies poverty a socio political history buff anybody clear examples r re probably living one would t able post here cool n aware us lifted population of poverty happen wonder media gets the idea wealth gap widening deepening gary lawrence murphy garym teledyn com teledynamics communications blog http www auracom com teledyn biz http teledyn com computers useless give answers picasso
688,begin pgp signed message hash sha1 at 10 32 0400 21 02 gary lawrence murphy wrote cool n aware us lifted population out poverty happen wonder media gets the idea wealth gap widening deepening all world loves smartass seriously look life expectancy human carrying capacity of this continent europeans got look even for descendants original inhabitants even descendents of slaves brought force more stuff cheaper progress poverty course relative absolute disparity in wealth nothing it it like saying groups rights truth only individuals like group rights disparity wealth is statistical sophistry besides even ca t help distribution industrial wealth is almost always transitory relative poverty even when there confiscatory death taxes 20th anniversary forbes 400 came tens people still there since 1982 time significantly higher marginal taxes on wealth income inheritance point they re nowhere near top i ll take odds neofeudalism reasserts in form government regulation confiscatory taxes legislated monopoly corporate welfare non profit neoaristocratic tax dodges and legalized labor extortion get slowdowns progress like what happened fabian era britain 1970 usa in fact countries wealth unfairly distributed get improvement general economic welfare stuff cheaper fewer people dying more people living longer i ll take odds well people take greater risks the returns higher improving lot us result cheers rah begin pgp signature version pgp 5 iqa awubpyy3yspxh8jf3ohaeqlqnqcg14yvf8nvywkirrghhdisboncon8aopcr quzorxeale5h3t1sykl7dfnt 9kff end pgp signature r a hettinga mailto rah ibuc com the internet bearer underwriting corporation http www ibuc com 44 farquhar street boston 02131 usa however may deserve respect usefulness antiquity predicting end world found agreeable to experience edward gibbon decline fall roman empire
689,original message from john hall johnhall evergo net take list richest countries take list countries counties markets are free essentially list umm many countries poverty lifted up after switching
690,original message from r hettinga rah shipwright com free trade free markets proven ability lift whole societies poverty socio political history buff anybody clear examples re probably living one would t able post here when whole us society poverty free trade free markets looking transitions due free xyz
691,original message from r hettinga rah shipwright com seriously look life expectancy human carrying capacity of continent europeans got look even descendants original inhabitants even descendents slaves brought force would t say societies humans european occupancy was lifted free xyz perhaps replaced sunk other description lifted also lifestyle remnants those societies average marginally poverty even today
692,went drew chalk circles my sidewalk would t miss experience ve collected half dozen passwords access email accounts far greg bitbitch magnesium net wrote hello fork aaron schwartz npr weekend edition talking warchalking ll agree funny voice squeaky and jealous got radio t really wtf big deal warchalking yet to see anywhere link probably pop www npr org later today gregory alan bolcer cto work 949 833 2800 gbolcer endeavors com http endeavors com endeavors technology inc cell 714 928 5476
693,ve said american indian reservations quite possibly place planet find trailer park shantytowns every household bringing six figure income wish could exploited like like like rare exception case ve raised like on average case mentioned post replying max
694,original message from gregory alan bolcer gbolcer endeavors com went drew chalk circles my sidewalk would t miss experience ve collected half dozen passwords access email accounts far greg hahaha joke takes thief catch thief joke
695,original message from james rogers jamesr best com ve said american indian reservations quite possibly place planet where find trailer park shantytowns every household bringing in six figure income wish could exploited like that got bits bet probably are exploited n know by whom
696,original message from james rogers jamesr best com ve said american indian reservations quite possibly place planet where find trailer park shantytowns every household bringing in six figure income wish could exploited like that if ca t trust guvmint census trust http www census gov press release www 2001 cb01fff15 html income poverty 31 799 median household income american indians alaska natives based 1998 2000 average higher african americans 28 679 not statistically different hispanics 31 703 lower for non hispanic whites 45 514 asians pacific islanders 52 553 http www census gov press release www 2001 cb01 158 html 25 the poverty rate american indians alaska natives based 1998 2000 average rate statistically different rates for african americans hispanics higher for non hispanic whites asians pacific islanders http www census gov press release www 2001 cb01 158 html 701 000 number american indians alaska natives poverty line based on 1998 2000 average http www census gov press release www 2001 cb01 158 html
697,cool wonder look like standing front bunch of corporate executives http www technologyreview com articles wo hellweg080102 asp that example orth trying catch interest the military fabrics change color conductive fibers stitched into the cloth heat cool material thermochromatic inks army wants fully addressable interactive camouflage says you re standing front bricks clothing looks like bricks re in grass look like grass accomplishing would like space program for textiles
698,anyone stop talking politics long enough let know yes indeed remember suburban lawns better yet tell listening new music that p2p dead still ca t pick kfjc well joe give time clear given time ll understand what possesses right suffered mood scorn mood total war to darkened skies ever onward
699,gary lawrence murphy wrote r hettinga rah shipwright com writes r 9 34 pm 0700 20 02 mr fork wrote free trade free markets proven ability lift whole societies poverty a socio political history buff anybody clear examples re probably living one would t able post here cool n aware us lifted population of poverty happen wonder media gets the idea wealth gap widening deepening n aware anyone could use words free trade united states keep straight face owen
700,anarchist scavenger hunt raises c police ire sat sep 21 3 37 pm et washington reuters online anarchist scavenger hunt proposed next week annual meeting the international monetary fund news web sites and world bank news web sites raised ire of police fear demonstrators could damage property wreak havoc break mcdonald window get 300 points puncture washington c police car tire win 75 points score 400 points pie face corporate executive world bank delegate d assistant police chief terrance gainer told congressional hearing friday law authorities were talks decide whether planned protests deleterious security efforts ought to take proactive action several thousand people expected demonstrate outside imf world bank headquarters next weekend the anti capitalist convergence d based anarchist group also planning day long traffic blockade banner drops protests major corporations downtown core chuck 37 year old webmaster anarchist site www infoshop org declined give last name told reuters scavenger hunt meant joke people asking things come to c made list get people thinking they do t boring standard stuff said i doubt people actually keep track do for points
701,some interesting quotes http www postfun com pfp worbois html thomas jefferson examined known superstitions word not find particular superstition christianity one redeeming feature they alike founded fables mythology millions innocent men women children since introduction christianity been burnt tortured fined imprisoned effect this coercion make one half world fools half hypocrites to support roguery error earth six historic americans by john remsburg letter william short jefferson christianity become perverted system ever shone on man rogueries absurdities untruths perpetrated upon the teachings jesus large band dupes importers led paul the first great corrupter teaching jesus
702,lol rool on sat 21 sep 2002 gregory alan bolcer wrote went drew chalk circles my sidewalk would t miss experience ve collected half dozen passwords access email accounts far greg bitbitch magnesium net wrote hello fork aaron schwartz npr weekend edition talking warchalking ll agree funny voice squeaky and jealous got radio t really wtf big deal warchalking yet to see anywhere link probably pop www npr org later today n take stocks mathematics anyway huckleberry finn
703,joseph barrera joseph writes j better yet tell listening new music p2p dead still ca t pick kfjc well how local pub sorry could t resist still use live365 slowly disconnected stations returning since fee stay air low 6 month if your fave broadcaster wo t pay re given option pay for them gary lawrence murphy garym teledyn com teledynamics communications blog http www auracom com teledyn biz http teledyn com computers useless give answers picasso
704,owen byrne wrote hettinga wrote begin pgp signed message hash sha1 10 32 0400 21 02 gary lawrence murphy wrote cool n aware us lifted population out poverty happen wonder media gets the idea wealth gap widening deepening world loves smartass seriously look life expectancy human carrying capacity of continent europeans got look even descendants original inhabitants even descendents slaves brought force stuff cheaper progress poverty course relative absolute disparity in wealth nothing it like saying groups rights truth only individuals like group rights disparity wealth is statistical sophistry besides even ca t help distribution industrial wealth almost always transitory relative poverty even when confiscatory death taxes 20th anniversary forbes 400 came tens people still there since 1982 time significantly higher marginal taxes on wealth income inheritance point re nowhere near top lovely quote forbes 400 list single astor vanderbilt morgan rates mention current forbes four hundred but studiously ignore rockefellers 3 gettys 3 hearsts fords kelloggs wrigleys and on there self made people list previously alluded made mistake most of seem ivy league educations ivy league dropouts suggesting weren exactly poor start lovely self made stories like 347 johnston summerfield jr track persontrack person http www forbes com peopletracker add person jhtml successurl 2fpeopletracker 2fprotected 2frich tracker jhtml errorurl 2fpeopletracker 2ferror jhtml personid 221899 see bacon makers http www forbes com lists results jhtml passlistid 54 passyear 2002 passlisttype person resultsstart resultshowmany 25 resultssortproperties 2bnumberfield1 2c 2bstringfield1 resultssortcategoryname rank searchparameter1 10str 7c 7cpatcs 7c 7cbacon makers category1 magazine section category2 category searchparameter2 unset 70 self made source food http www forbes com lists results jhtml passlistid 54 passyear 2002 passlisttype person resultsstart resultshowmany 25 resultssortproperties 2bnumberfield1 2c 2bstringfield1 resultssortcategoryname rank searchparameter1 5str 7c 7cpatcs 7c 7cfood category1 industry coca cola quote http www forbes com finance mktguideapps compinfo companytearsheet jhtml tkr cce executives http www forbes com peopletracker results jhtml startrow name ticker cce news http markets2 forbes com rpt company news asp symbol cce net worth 680 mil returnee hometown chattanooga tn marital status married 5 children grandfather james partner landed first coca cola bottling franchise in 1899 company passed generations summerfield 1950s became largest independent coke bottler merged coca cola enterprises 1991 javascript openmap pol javascript openmap dist compensation committee owen
705,oh janitor boom boom boom the best place new music right it always college radio uci ucsd usd claremont kspc ucla cal fullerton cal la cal pomona greg joseph barrera iii wrote anyone stop talking politics long enough let know yes indeed remember suburban lawns better yet tell listening new music that p2p dead still ca t pick kfjc well joe
706,reminds cheney vp debates declared wealth was not product government favors http www ibiblio org pub academic communications logs gulf war desert stor 07 good time refresh memories iraq starting debate govt contracts gg original message from fork admin xent com mailto fork admin xent com behalf owen byrne sent sunday september 22 2002 11 04 am to owen byrne cc gary lawrence murphy mr fork fork spamassassin taint org digital bearer settlement list subject sed united states roman empire owen byrne wrote hettinga wrote begin pgp signed message hash sha1 10 32 0400 21 02 gary lawrence murphy wrote cool n aware us lifted population out poverty happen wonder media gets the idea wealth gap widening deepening world loves smartass seriously look life expectancy human carrying capacity of continent europeans got look even descendants original inhabitants even descendents slaves brought force stuff cheaper progress poverty course relative absolute disparity in wealth nothing it like saying groups rights truth only individuals like group rights disparity wealth is statistical sophistry besides even ca t help distribution industrial wealth almost always transitory relative poverty even when confiscatory death taxes 20th anniversary forbes 400 came tens people still there since 1982 time significantly higher marginal taxes on wealth income inheritance point re nowhere near top lovely quote forbes 400 list single astor vanderbilt morgan rates mention the current forbes four hundred but studiously ignore rockefellers 3 gettys 3 hearsts fords kelloggs wrigleys and on there self made people list previously alluded to made mistake most of seem ivy league educations ivy league dropouts suggesting weren exactly poor start lovely self made stories like 347 johnston summerfield jr track persontrack person http www forbes com peopletracker add person jhtml successurl 2fpeopletr acker 2fprotected 2frich tracker jhtml errorurl 2fpeopletracker 2ferror jht ml personid 221899 see bacon makers http www forbes com lists results jhtml passlistid 54 passyear 2002 passl isttype person resultsstart resultshowmany 25 resultssortproperties 2bnum berfield1 2c 2bstringfield1 resultssortcategoryname rank searchparameter1 10 str 7c 7cpatcs 7c 7cbacon makers category1 magazine section category2 catego ry searchparameter2 unset 70 self made source food http www forbes com lists results jhtml passlistid 54 passyear 2002 passl isttype person resultsstart resultshowmany 25 resultssortproperties 2bnum berfield1 2c 2bstringfield1 resultssortcategoryname rank searchparameter1 5s tr 7c 7cpatcs 7c 7cfood category1 industry coca cola quote http www forbes com finance mktguideapps compinfo companytearsheet jhtml tkr cce executives http www forbes com peopletracker results jhtml startrow name ticker ce news http markets2 forbes com rpt company news asp symbol cce net worth 680 mil returnee hometown chattanooga tn marital status married 5 children grandfather james partner landed first coca cola bottling franchise in 1899 company passed generations summerfield 1950s became largest independent coke bottler merged coca cola enterprises 1991 javascript openmap pol javascript openmap dist compensation committee owen
707,a worthy study procrastination tool choice phrases ol dubya history says believe liberty justice that see oppression cry want keep peace ve got authorization use force white house sep 19 2002 united states remain strong conviction must allow world worst leaders hold united states friends allies blackmail threaten us world worst weapons whats truly sad united states friends allies blackmail is said thing speech paragraph two before find neighbor need re responsible serving neighbor need re responsible loving neighbor like like to love snerk begs potty mouth comedy bad kids southpark t political want send signal enemy aroused compassionate decent mighty nation re going hunt down t make one louisville kentucky sep 2002 hee mkay http www dubyaspeak com best regards bitbitch mailto bitbitch magnesium net
708,saturday september 21 2002 10 59 pm joseph barrera iii wrote better yet tell listening new music that p2p dead still ca t pick kfjc well kfjc mp3 stream kfjc org also recommend radioparadise com i remember suburban lawns n know became them apropos nothing spirited away amazing go see now whump
709,oh plenty upset tea taxes but crack colonial script certainly screwed the american colonies btw england well dear ben franklin right wrong reasons first the colonies prosperous compared england proper second the issuance colonial script nothing full employeement fact almost inconceivable would make claim it sounds like modern keynsian creating urban legend otoh lack sufficient circulating monetary instruments was economically crippling imagine trying buy supplies offering ious name trying market exchange paper as merchant took iou the common problem world government prints too much money effects complete disaster lot of incentives push governments even though is incredibly stupid so almost literature talks that but also screw economy taking money of circulation fundamental cause american great depression was exactly courtesy federal reserve board i t think shifting power print money bank canada had much effect canada still prosperous country original message fork admin xent com mailto fork admin xent com behalf of gary lawrence murphy sent saturday september 21 2002 31 am mr fork cc fork spamassassin taint org subject sed united states roman empire fork list mr writes free trade free markets proven ability lift whole societies poverty a socio political history buff anybody clear examples china ooops wait scratch that one counter example think may be precisely free trade markets ben franklin first visited england asked colonies prosperous ben explained used colonial script kind barter dollar increasing supply script ensured complete employment the british bankers furious immediately lobbied parliament to clamp practice within years colonies were rife unemployment poverty like rest empire according questionable literature handed fringe political party canada founding fathers real complaint about tea taxes banning colonial script were protesting true comes right back forces killed ned ludd followers popular opinion believes protesting tea tax pamphlet claimed canada also prosperous nation act parliament the late 50 early 60 right print money removed the juristiction parliament handed bank canada ve wondered certainly timeline collapse canadian economy fits profile oodles of causes example spending money like 300m people when 20m anyone information gary lawrence murphy garym teledyn com teledynamics communications blog http www auracom com teledyn biz http teledyn com computers useless give answers picasso
710,fork admin xent com mailto fork admin xent com behalf of mr fork also lifestyle remnants those societies average marginally poverty even today as understand huge difference native americans who speak english home n figures that separate hand though 1989 american indians us pop whole families poverty 27 10 persons poverty 31 13 speak language other than english 23 13 married couple families 65 79 median family income 21 619 35 225 per capita 8 284 14 420 note high income countries 1989 defined 6 000 per capita american indians separated rest us society would still considered high income society
711,clearly us nato sun ibm oss ussr ms want go year plan sdw tom wrote im feeling bit farklempt spent night todais the family talk amongst yourself here ill give topic current state thought terms cold war with us uusr ms sun ibm oss matter side apple cuba us legal system un discuss sdw lig net http sdw st stephen williams 43392 wayside cir ashburn va 20147 4622 703 724 0118w 703 995 0407fax dec2001
712,begin pgp signed message hash sha1 at 11 15 0400 22 02 geege schuman wrote seem ivy league educations ivy league dropouts suggesting t exactly poor start with actually remember correctly discussion list composition forbes five six years ago best way to get forbes 400 no college say bootstraps boys girls knew could given undergraduate liberal arts degree state school like say mine nothing stuff taught you government run high school ll probably get of those forbes 400 well time goes ever get around good old fashioned government collapsing transfer payment depression economic version summer government forest conflagration caused kind of innumeracy clear cutting enough forests west this summer motivate erst slackers out there including learn actually feed the next category forbes 400 list someone terminal professional degree like mba phd md etc the best school possible why 1950 best way get harvard for instance smart rich n take word ask admissions office look admissions stats the years proof meritocracy american style invented ivy league after world war ii even stanford got hint course chicago taught right practically nobody who goes top 20 american institution higher learning actually afford go days unless course parents who could t afford go got terminal degrees the last 40 years kids still get grades and biased intelligence test scores get in the bizarre irony almost people terminal degrees actually own something hire people or learn make something living day profit loss basis persist practically insane belief like life after death economics kind zero sum game dumb people who t work hard make money someone is smart works hard rich stole wealth somehow btw none guys holding short end this rhetorical stick blame me fact using to beat severely collective head shoulders you were apparently dumb grab right end went to missouri t degree anything actually useful much less terminal one means broker anyone on this list you people lots with educations far surpassing plain know better the facts speak open eyes look there epicycles universe orbit earth and economics zero sum game cost anything including ignorance destitution forgone alternative case intelligence effort however admit educated waay past level of competence way you discuss economics apparently btw ever actually had free markets country including abolition redistributive income death taxes all smart people forbes 400 would more money and there would more self made people list addition most people inherited money list would have much less even relatively speaking finally practically all new money would come economic efficiency and not stolen someone else investment bubbles not that efficiency called progress the people republics berkeley cambridge means better stuff cheaper time terrible petit bourgeois concept apparently worthy teaching educational elite you know economic terms also called increase in general welfare virginia talking about extorting money someone works giving someone who does t order keep working think some politician santa claus come election time in short economics zero sum game property not theft rich t get rich backs poor and redistributionist labor theory value happy horseshit just that horseshit happy otherwise to believe otherwise quite literally given time marx wrote capital manifesto romantic nonsense cheers rah begin pgp signature version pgp 5 iqa awubpy511cpxh8jf3ohaeqlasgcfzhsqmsvuy6gqj5wgl52dwzkpihmanrur yyboc icylp5tlkl58jpwefu z877 end pgp signature r a hettinga mailto rah ibuc com the internet bearer underwriting corporation http www ibuc com 44 farquhar street boston 02131 usa however may deserve respect usefulness antiquity predicting end world found agreeable to experience edward gibbon decline fall roman empire
713,say hello cool oooo this going cause some stir http www atmos uah edu essl msu background html received via http ontario indymedia org 8081 front php3 article id 12280 using satellites monitor global climate change earth system science laboratory the university alabama huntsville for additional information dr john christy associate professor atmospheric science earth system science laboratory university alabama huntsville phone 205 922 5763 mail christy atmos uah edu dr roy spencer space scientist global hydrology climate center nasa marshall space flight center phone 205 922 5960 mail roy spencer msfc nasa gov summary as part ongoing nasa uah joint project dr john christy uah dr roy spencer nasa marshall space flight center use data gathered microwave sounding units msus national oceanic atmospheric administration tiros satellites get accurate direct measurements atmospheric temperatures almost regions earth including remote deserts rain forests oceans reliable temperature data otherwise available the accuracy reliability temperature data gathered satellites since january 1979 confirmed comparing satellite data independent temperature data recent study 1 found 97 percent agreement msu data temperatures measured thermometers suspended beneath weather balloons released meteorologists weather observations once monthly temperature data collected satellites processed placed public computer file immediate access atmospheric scientists s abroad become basis number major studies global climate change cited reports intergovernmental panel climate change gathering data while traditional thermometers measure temperature specific point air microwave sounding unit satellite takes readings average temperatures huge volume atmosphere 30 000 readings per day per satellite average temperature 75 000 cubic kilometers air the msu makes direct measurement temperature looking microwaves emitted oxygen molecules atmosphere intensity microwave emissions brightness varies according temperature christy spencer developed method take data several satellites produce unified temperature dataset verifying accuracy msu measurements recent comparison 1 temperature readings two major climate monitoring systems microwave sounding units satellites thermometers suspended helium balloons found remarkable level agreement two to verify accuracy temperature data collected microwave sounding units christy compared temperature readings recorded radiosonde thermometers temperatures reported satellites orbited balloon launch sites he found 97 percent correlation 16 year period study overall composite temperature trends sites agreed within 03 degrees celsius 0 054 fahrenheit per decade results found considering stations polar arctic regions idea determine reliability satellite data comparing established independent measurement christy said satellite data reliable satellites radiosonde sites means able trust everywhere else the 99 radiosondes reported aggregate warming trend 155 degrees celsius 0 28 fahrenheit per decade since 1979 99 spots globe satellites also recorded warming trend 0 128 degrees celsius 0 23 fahrenheit per decade globally however satellite data show cooling trend 03 degrees celsius per decade since first noaa tiros satellites went service 99 radiosonde launch sites distributed evenly around planet christy said representative total globe radiosonde balloons released stations around world usually noon midnight greenwich standard time balloon climbs surface stratosphere temperature measured relayed ground radio while 000 radiosonde launch sites globally data many sites either readily available consistently collected christy used data 99 sites long term systematic reliable data collection 99 radiosonde launch sites box bounded iceland trinidad truk island alaska in earlier study upper air temperature record compiled noaa 63 daily weather balloon sites around world indicated 17 year climate trend 05 per decade exact agreement satellite data time christy said global coverage one advantage msu dataset global coverage microwave sounding units aboard noaa satellites directly measure temperature atmosphere 95 percent globe satellite measures temperature points earth every 12 hours the global temperature frequently reported surface measurements neither global extent systematic measurement method neglects vast oceanic continental regions including antarctica brazilian rain forests sahara desert greenland the commonly cited historical temperature dataset ground based thermometers 5 000 thermometers worldwide provide almost instantaneous local temperature data links weather services scientists most thermometers usually small shelters five feet ground areas easily accessible people u industrial countries thermometers often found airports the ground based network extensive north america europe russia china japan less comprehensive africa south america australia across much southern asia temperatures surface vertically atmosphere gathered daily thermometers carried aloft helium balloons radiosonde balloons released stations around world usually noon midnight greenwich standard time while balloon release sites scattered throughout world concentrated industrial nations 1 000 radiosonde launch sites globally evenly distributed around world would equal approximately one every 195 000 square miles earth surface water temperatures used derive estimates atmospheric temperatures come thermometers piers buoys aboard ships opportunity ships record temperature water drawn cool engines water temperature data instruments also global coverage tending instead concentrated heavily travelled shipping lanes harbors in past 12 years new system approximately 100 deep ocean buoys established gathering atmospheric water temperature data instrument accuracy msu with nine satellites measuring temperature periods one six years method devised merge data single consistent time series each satellite bias calculated removed would introduce spurious trends biases calculated directly comparing satellite others operation time periods overlapping operation ranged three months three years sufficient determine biases because msu instruments stable many thousands observations biases satellites known within 01 deg final product removes biases data referenced common base to check final product comparisons made 16 year period balloon measurements stated phenomenal agreement provided independent validation necessary conclude merging technique developed dataset accurate instrument accuracy ground based thermometers of great concern scientists lack consistency way readings taken thermometer surroundings since thermometers long term records exist towns cities effects population growth construction nearby roads parking lots runways buildings may cause temperature rise little due urbanization temperature change may artifact local asphalt effect rather long term widespread climate change instrument accuracy ships opportunity while temperature data collected ships sea reported sea surface temperature data reflects water temperatures three 60 feet surface level water drawn ships the thousands individual thermometers used collect data calibrated scientific standard method verifying accuracy either thermometers reports matching temperature readings specific times places only places many overlapping observations confidence accuracy the scientists in 1996 spencer christy received american meteorological society special award honored developing global precise record earth temperature operational polar orbiting satellites fundamentally advancing ability monitor climate ams special awards given individuals organizations appropriately recognized specifically defined awards made important contributions science practice meteorology society in 1991 spencer christy received nasa exceptional scientific achievement medal dr john christy christy began scientific career senior research associate uah 1987 earning a 1973 mathematics california state university fresno m div 1978 golden gate baptist theological seminary m 1984 ph 1987 degrees atmospheric sciences university illinois he instructor mathematics parkland college champaign il 1983 87 instructor mathematics university south dakota 1981 82 instructor mathematical sciences yankton s college 1980 81 he also served pastor grace baptist church vermillion s 1978 82 science master baptist high school nyeri kenya 1973 75 published 20 refereed scientific papers christy serves noaa national scientific review panel national climatic data center noaa pathfinder review panel invited key contributor 1995 intergovernmental panel climate change scientific assessment climate change served contributor 1992 1994 ipcc reports dr roy spencer spencer began career research associate space science engineering center madison wi 1981 earning s 1978 meteorology university michigan s 1979 ph 1981 degrees meteorology university wisconsin madison universities space research association visiting scientist msfc 1984 87 joining msfc staff 1987 he s team leader multichannel microwave imaging radiometer team served numerous committees relating remote sensing directs program involving satellite aircraft passive microwave data build global climate data sets address climate research issues spencer lead author sixteen scientific papers bibliography r christy 1995 climatic change vol 31 pp 455 474 2 j christy r spencer t mcnider 1995 journal climate vol 8 pp 888 896 r spencer j christy c grody 1990 journal climate vol 3 pp 111 1128 r spencer r christy 1992 journal climate vol 5 pp 858 see also http science nasa gov newhome headlines essd5feb97 htm http science nasa gov newhome headlines notebook essd13aug98 htm http www ghcc msfc nasa gov msu hl measuretemp htm http www atmos uah edu atmos christy html gary lawrence murphy garym teledyn com teledynamics communications blog http www auracom com teledyn biz http teledyn com computers useless give answers picasso
714,gary lawrence murphy wrote say hello cool oooo this going cause stir of course people t want confused facts summary part ongoing nasa uah joint project dr john christy uah dr roy spencer nasa marshall space flight center use data gathered microwave sounding units msus national oceanic and atmospheric administration tiros satellites get accurate direct measurements atmospheric temperatures almost regions the earth but plonker come yet another computer model predicting global warming storms floods 50 years even though ca t predict next week weather predict widespread cooling parts globe part global warming get plenty publicity even conclusive scaremong h h h h proof globally however satellite data show cooling trend 03 degrees celsius per decade since first noaa tiros satellites went service umpteen studies already shown temperature variations when even detectable noise go either way depending data you look at great concern scientists lack consistency way readings taken construction of nearby roads parking lots runways buildings may cause the temperature rise little due urbanization temperature change may artifact local asphalt effect rather long term widespread climate change one study vienna showed long term warming thermometers at the airport none sites another study data from antarctica touted supporting global warming being free urbanization effect later turned dominated by the time day airplane made measurements flew may mentioned one b4 facts interpretations friedrich nietzsche bullshit rob
